KO_ID	KO_function	SRS020862	SRS022143	SRS022149	SRS022281	SRS022530	SRS022536	SRS022719	SRS022725	SRS022883	SRS023352	SRS023358	SRS042307	SRS043461	SRS043494	SRS043663	SRS043942	SRS044366	SRS045313	SRS045588	SRS045602	SRS046595	SRS047126	SRS047824	SRS048744	SRS049211	SRS050244	SRS050709	SRS051228	SRS051941	SRS052227	SRS052570	SRS052604	SRS052876	SRS053895	SRS054196	SRS054687	SRS055401	SRS055426	SRS056090	SRS056113	SRS056327	SRS056951	SRS057244	SRS057619	SRS057791	SRS058053	SRS058693	SRS063485
K20758	maleylpyruvate hydrolase [EC:3.7.1.23]	646.1805	1823.5059	262.2422	1524.4333000000001	409.15250000000003	1477.3907	455.0378	846.6635	2235.7147999999997	1305.23	283.1236	170.8011	740.6239	1069.7378	1205.6098	528.8149999999999	183.0667	80.8289	232.361	823.3891	649.6842	437.9395	1350.2187	723.5895	331.9799	1197.6257	0.0	486.7444	743.8656000000001	751.3004000000001	331.14	533.8624	1302.0409	426.80740000000003	671.4012	883.1185	365.5658	486.46209999999996	338.2247	756.0604000000001	849.0423999999999	159.9659	462.1194	866.8732	1764.4451000000001	789.6806	922.0797	2506.5477
K20759	2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonase [EC:3.1.1.91]	18.8706	350.41360000000003	25.1583	228.11520000000002	68.913	60.0362	73.9849	65.02289999999999	174.0227	38.6276	17.0303	20.0	195.0184	187.1624	312.9433	179.0822	0.0	0.0	29.0	224.08919999999998	184.6082	3.7124	96.0827	222.4423	77.0046	376.5156	0.0	35.863699999999994	37.072	75.4088	62.0375	24.3473	28.6366	95.4344	44.5829	216.60430000000002	73.7827	60.2224	0.0	17.137999999999998	74.4392	5.3177	16.4004	0.0	410.7245	58.5199	198.50660000000002	374.8674
K20763	5-nitroanthranilic acid aminohydrolase [EC:3.5.99.8]	30.6336	300.9791	69.89320000000001	104.6973	117.926	71.0014	11.5344	83.2704	218.5325	96.8314	7.0833	18.0	128.1623	86.1992	62.8042	4.1831	0.0	0.0	9.2086	12.6789	23.667	26.6213	340.5961	183.609	61.193	314.8175	0.0	38.961	61.1258	0.0	19.7618	0.0	44.8071	37.2733	45.6712	50.1154	65.0	53.7148	69.7726	8.1039	102.613	14.4732	12.0718	14.450899999999999	110.435	34.4863	87.0304	99.1112
K20764	2-nitroimidazole nitrohydrolase [EC:3.5.99.9]	14.0	63.252300000000005	51.6414	109.1049	173.5314	216.5487	100.9509	291.5534	345.4018	101.2446	8.895800000000001	0.0	0.0	31.5038	11.0809	0.0	0.0	0.0	91.1806	20.0	56.4951	0.0	18.5086	23.0	23.0	85.777	0.0	121.7576	117.69069999999999	21.075	206.34199999999998	33.1924	87.0928	41.662800000000004	39.4848	67.8882	18.5194	69.465	27.4782	46.412	12.493400000000001	0.0	122.8759	63.964200000000005	6.8244	30.637	209.4396	293.0655
K20785	tyrosine N-monooxygenase [EC:1.14.14.36]	0.0	171.635	9.6521	25.3704	20.1148	0.0	5.9451	42.3174	54.3609	15.9115	0.0	0.0	7.7031	0.0	58.1623	33.4652	0.0	35.8233	0.0	204.2486	0.0	0.0	55.153	18.5986	45.9779	53.479600000000005	0.0	39.1495	4.237	0.0	0.0	0.0	0.0	0.0	0.0	8.3177	0.0	19.223100000000002	0.0	13.4185	12.7827	5.3099	40.7148	0.0	10.559	84.8935	15.4683	107.1298
K20789	cytochrome P450 hydroxylase [EC:1.14.-.-]	5.0492	0.0	0.0	33.6323	0.0	5.3685	0.0	0.0	39.896699999999996	0.0	0.0	20.8697	0.0	11.36	0.0	0.0	33.3377	0.0	19.539900000000003	78.0	0.0	57.8277	38.3743	0.0	0.0	21.5479	0.0	24.0	189.66109999999998	0.0	0.0	0.0	11.3409	33.6145	76.41290000000001	12.2479	46.3479	0.0	0.0	66.6166	0.0	3.5985	0.0	10.0779	0.0	24.1009	0.0	77.62180000000001
K20798	small RNA 2'-O-methyltransferase [EC:2.1.1.386]	0.0	2.9471	9.2554	154.5474	0.0	0.0	0.0	0.0	36.6126	0.0	0.0	5.8003	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	12.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5818	0.0	0.0	0.0	6.3858	0.0	24.9717
K20806	bromoxynil nitrilase [EC:3.5.5.6]	0.0	228.4298	47.521699999999996	50.606300000000005	169.2486	136.3375	42.4551	29.8373	193.7398	131.3089	25.0015	0.0	0.0	226.7664	12.6783	5.1676	0.0	14.1286	0.0	51.0202	0.0	7.5582	338.8673	144.3971	970.8711	448.2926	0.0	0.0	22.4591	7.629	37.9324	0.0	58.4363	1.8399	0.0	105.9214	22.6378	87.1575	0.0	20.0341	78.8723	24.3806	71.8754	0.0	109.1715	122.56779999999999	77.319	93.8425
K20808	2-halobenzoate 1,2-dioxygenase small subunit [EC:1.14.12.13]	21.0093	0.0	17.7146	123.2837	0.0	171.8017	0.0	4.1308	157.4001	8.5249	13.5195	0.0	0.0	7.4621	0.0	0.0	0.0	0.0	8.1373	0.0	0.0	0.0	0.0	18.1842	0.0	188.10229999999999	0.0	33.0	113.1392	0.0	0.0	9.0596	0.0	0.0	0.0	0.0	13.5734	0.0	0.0	52.8188	0.0	0.0	0.0	0.0	0.0	21.023699999999998	0.0	99.4771
K20809	2-halobenzoate 1,2-dioxygenase electron transfer component [EC:1.18.1.3]	298.4	101.5856	245.25529999999998	344.2721	280.7685	687.0439	1291.7742	685.5169	829.6765	382.8356	88.5978	74.5175	120.8269	104.8026	281.4768	194.1605	99.01230000000001	25.5858	109.6688	331.3485	788.1052	302.3327	1009.4499000000001	165.89100000000002	2.6565	582.1387	48.9889	217.6503	526.7693	276.2205	359.02239999999995	187.3784	639.9741	454.50660000000005	181.1651	1859.9384	454.0159	40.0059	394.93699999999995	302.0175	58.7474	84.5934	681.7612	194.2202	157.03629999999998	247.9002	749.8981	1918.2544
K20810	aminodeoxyfutalosine deaminase [EC:3.5.4.40]	0.0	20.5017	0.0	207.0054	4.9468	40.6018	16.1848	64.6747	91.9307	124.7956	0.0	0.0	172.7542	254.35770000000002	0.0	17.0124	0.0	0.0	21.5263	33.353899999999996	11.9253	0.0	417.95750000000004	71.997	0.0	114.7297	0.0	0.0	10.8498	0.0	87.8553	0.0	30.156	0.0	17.2512	110.7362	8.8075	63.3983	0.0	23.0193	252.3845	0.0	26.0873	0.0	205.7668	11.3629	299.5079	195.0509
K20811	inulosucrase [EC:2.4.1.9]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4326	0.0	0.0	0.0	0.0	0.0	0.0	11.1332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K20814	Pup amidohydrolase [EC:3.5.1.119]	590.9421	333.9076	123.4662	778.1471	57.3604	595.845	108.7676	136.8424	701.2545	132.031	62.2722	69.7365	163.3115	363.8692	106.8647	261.3953	84.5982	0.0	111.77590000000001	81.7502	39.7992	325.1692	380.3082	303.6407	0.0	82.8869	3.4805	296.152	547.6078	97.9355	103.8126	86.5806	243.6252	267.139	679.1912	180.75900000000001	259.9145	77.5843	257.73199999999997	556.3622	269.7715	51.0347	119.13220000000001	536.4965	510.2866	296.79240000000004	181.2748	920.8945
K20829	cellulose 1,4-beta-cellobiosidase [EC:3.2.1.176]	0.0	15.858	4.8986	0.0	3.6623	16.651	0.0	0.0	11.8324	0.0	0.0	0.0	0.0	0.0	88.22890000000001	0.0	0.0	0.0	19.0	20.6908	0.0	0.0	5.3041	30.6667	49.3639	12.0878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3006	0.0	0.0	0.0	0.0	0.0	75.49180000000001	28.663600000000002	0.0	0.0	19.9265	95.8302	12.4021	38.0956	31.2024
K20831	gellan tetrasaccharide unsaturated glucuronyl hydrolase [EC:3.2.1.179]	0.0	0.0	40.007999999999996	21.229300000000002	127.6766	63.6493	6.6724	22.860500000000002	0.0	0.0	18.06	0.0	13.381499999999999	0.0	88.4179	2.8856	0.0	3.826	23.0076	0.0	0.0	29.9553	85.5622	5.2733	29.049300000000002	12.2603	0.0	0.0	38.387	0.0	0.0	26.2222	0.0	7.0489	0.0	82.9403	2.4309	18.6833	0.0	42.4185	0.0	36.9356	5.1456	0.0	0.0	29.8613	19.7088	10.924
K20833	baicalin-beta-D-glucuronidase [EC:3.2.1.167]	0.0	200.6098	5.2869	7.2578	100.0025	5.3908	130.5258	70.0722	85.93220000000001	226.61090000000002	517.3169	6.1379	87.74969999999999	154.2656	167.3362	209.3626	16.8694	0.0	0.0	99.5415	309.14730000000003	15.1053	302.4154	199.58689999999999	0.0	322.2102	3.0267	0.0	58.4413	70.63159999999999	76.7523	15.1703	33.2064	0.0	46.4336	167.5048	36.7507	131.3809	0.0	13.5493	165.2331	28.672600000000003	94.2647	0.0	300.1111	6.1334	192.4053	29.5745
K20836	ginsenosidase type III [EC:3.2.1.191]	31.5422	771.919	108.6111	719.7465	274.6387	376.5508	116.2344	296.86809999999997	526.7130999999999	620.0079	131.5349	53.8951	322.4198	787.2806	386.4181	336.4241	41.0206	36.067	88.7718	929.3487000000001	308.0655	240.11030000000002	734.0448	388.7478	171.0023	949.8968	0.0	161.6666	231.2548	349.47159999999997	64.5468	89.82069999999999	362.42940000000004	84.6623	299.0455	520.7280999999999	176.73110000000003	204.667	175.7798	207.6548	763.0151000000001	84.4248	270.3221	423.81219999999996	1412.1073000000001	442.99940000000004	281.6249	746.4669
K20837	2,4-dinitroanisole O-demethylase [EC:3.3.2.14]	254.9356	557.0983	11.7559	407.08299999999997	169.9966	190.6027	125.7794	184.5269	174.4443	107.1306	139.47809999999998	92.1887	16.8564	148.2866	151.58210000000003	12.0476	97.3143	8.4523	65.0709	137.1572	347.2453	169.279	196.7674	93.15180000000001	4.728	286.1724	0.0	94.10810000000001	180.9314	34.0072	15.3714	74.5139	194.3756	46.3049	145.893	314.15160000000003	119.7764	70.6166	244.97840000000002	154.82670000000002	110.09519999999999	47.6632	82.45570000000001	76.4494	88.9465	276.1709	383.4508	1121.7983000000002
K20845	endo-1,3-beta-xylanase [EC:3.2.1.32]	0.0	165.07479999999998	70.5146	360.1468	32.9209	71.1619	1296.8725	200.42110000000002	444.7418	118.92150000000001	20.020400000000002	9.7007	35.0981	55.479	60.6229	24.4063	52.6125	5.8655	10.5323	52.7555	93.3482	52.0828	485.7919	357.0046	65.3762	147.5734	0.0	14.4212	74.4297	162.3346	217.5505	71.6615	397.4034	52.4287	140.6745	695.5749	11.2182	95.1588	49.2655	63.2939	215.6125	21.9311	700.826	164.39780000000002	407.2624	90.5575	211.6865	129.847
K20847	glucan 1,6-alpha-isomaltosidase [EC:3.2.1.94]	0.0	471.63599999999997	0.0	34.1229	158.8087	160.1599	222.9477	36.1169	230.7341	263.75669999999997	0.0	0.0	150.8859	63.028999999999996	1045.3527000000001	14.0	0.0	9.9193	0.0	364.03069999999997	34.7837	0.0	341.5689	140.0535	94.1077	430.4217	0.0	12.4187	50.1843	398.6652	171.2853	39.0413	117.4635	0.0	0.0	178.2937	0.0	131.6985	0.0	0.0	243.714	0.0	232.8877	0.0	89.8757	19.8772	230.5908	49.6774
K20849	fructan beta-(2,6)-fructosidase [EC:3.2.1.154]	89.78659999999999	304.9644	249.9538	816.7422	254.6198	1015.8588	172.6694	670.3549	1807.905	785.9852999999999	197.58010000000002	53.639	372.2794	144.3408	411.4957	0.0	335.6097	18.5616	168.4587	448.9451	178.98669999999998	231.002	472.9921	363.0636	86.4443	688.4572000000001	0.0	520.2	888.5657	287.6142	37.1498	359.0611	400.1962	235.8385	662.7002	460.3899	65.9114	121.6197	222.724	381.2149	219.35860000000002	224.5906	85.1078	707.4385	468.2814	460.712	583.0096	1026.9447
K20851	alpha-agarase [EC:3.2.1.158]	0.0	28.8544	31.4667	259.9219	46.2154	285.19440000000003	57.836800000000004	220.453	224.7043	12.0698	36.9131	27.0301	8.1551	15.0	383.5345	26.5839	0.0	0.0	0.0	19.546	40.4898	43.2098	16.6097	52.1633	15.6846	135.1341	0.0	63.7098	116.9473	36.0176	43.668	35.1573	416.95	27.2252	106.0864	12.2039	58.4593	34.9722	145.0758	95.9969	29.887	17.4474	41.823	103.2447	7.4473	141.1232	30.7924	795.5655
K20852	beta-apiosyl-beta-glucosidase [EC:3.2.1.161]	0.0	19.4889	7.9892	69.8496	27.3816	19.0571	182.4837	60.7894	78.8947	64.856	29.2967	0.0	0.0	22.638	173.432	79.19810000000001	0.0	0.0	0.0	0.0	133.4175	2.933	41.714	43.0914	0.0	29.4059	0.0	20.6432	57.7296	99.3562	0.0	0.0	34.706100000000006	79.826	73.6913	78.5089	16.3911	17.1968	12.6977	35.006699999999995	115.6369	7.3582	4.5448	103.0708	169.0188	21.8456	13.5142	33.326
K20859	phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase [EC:3.1.4.57]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K20862	FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]	41.0862	85.9661	40.3121	89.7833	339.36199999999997	263.3705	314.6577	156.8914	116.1397	110.7147	64.7699	210.4901	0.0	238.8715	2532.9308	87.8743	25.1751	117.6723	41.8902	541.0932	753.2641	151.6172	14.363	147.3841	0.0	58.3912	13.6412	94.09100000000001	128.8522	41.6398	138.7076	73.0876	16.678	185.9015	32.734300000000005	156.9011	139.51510000000002	146.6299	169.0	33.0	36.4167	26.1751	212.596	10.9718	315.0127	298.9223	457.8503	905.6147
K20866	glucose-1-phosphatase [EC:3.1.3.10]	19.4044	131.6197	3.0849	29.9144	29.0	0.0	80.0	31.303400000000003	17.0	18.8389	0.0	0.0	25.5561	25.194899999999997	511.56780000000003	0.0	0.0	0.0	0.0	104.0	7.5481	0.0	0.0	37.4673	280.8925	127.5171	0.0	0.0	3.1977	205.1507	47.4349	0.0	0.0	0.0	0.0	23.8029	20.0	28.0	0.0	0.0	55.2217	3.8185	57.8186	0.0	71.71379999999999	25.7663	68.7196	10.3029
K20881	GMP/IMP 5'-nucleotidase [EC:3.1.3.-]	0.0	0.0	4.4677	3.0321	0.0	17.6455	4.9242	187.4758	59.0	0.0	0.0	2.0026	0.0	0.0	0.0	0.0	0.0	5.0606	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	27.2179	9.1606	0.0	0.0	0.0	4.4848	0.0	6.9212	0.0	72.053	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	6.3424	0.0	8.1227
K20882	(R)-2-hydroxy-4-methylpentanoate CoA-transferase [EC:2.8.3.24]	0.0	9.5561	6.703	0.0	17.1414	4.4648	11.2653	39.4103	9.5674	0.0	0.0	0.0	0.0	0.0	16.0941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.7444	10.0	0.0	39.223299999999995	0.0	0.0	0.0	10.5091	0.0	0.0	0.0	0.0	0.0	21.6642	0.0	9.3828	0.0	0.0	4.552	0.0	0.0	0.0	25.2109	0.0	7.486	16.6576
K20883	O55-antigen biosynthesis alpha-1,2-colitosyltransferase [EC:2.4.1.341]	266.3275	415.6983	71.4803	311.7765	139.8568	132.8371	145.7724	278.3343	774.3174	773.5160000000001	53.642	53.8593	343.0829	149.49869999999999	1237.1531	224.38240000000002	0.0	27.8739	22.243000000000002	347.7496	158.2234	60.8226	446.0986	105.5658	195.9808	579.668	6.9823	73.5857	292.29290000000003	173.9446	138.1356	115.0919	85.7565	222.4228	86.6421	228.9056	307.8636	205.6695	96.5134	107.081	135.9608	23.153399999999998	141.7288	161.26170000000002	512.4495	129.3012	210.59099999999998	473.01660000000004
K20885	beta-1,2-mannobiose phosphorylase / 1,2-beta-oligomannan phosphorylase [EC:2.4.1.339 2.4.1.340]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.5099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K20901	L-erythrulose 1-kinase [EC:2.7.1.209]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.4128
K20902	D-erythrulose 4-kinase [EC:2.7.1.210]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K20903	(R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha [EC:4.2.1.167]	0.0	159.3385	0.0	13.5612	177.60309999999998	29.1094	149.6119	117.37979999999999	155.7767	59.9696	43.9887	0.0	59.1523	37.0312	221.49550000000002	0.0	0.0	0.0	0.0	18.2391	62.5804	0.0	312.3597	135.985	5.9537	316.4131	0.0	14.8039	27.1685	82.4492	40.2029	0.0	58.7457	0.0	0.0	87.56559999999999	0.0	65.2394	0.0	47.1892	100.5435	26.8881	46.9992	0.0	84.197	86.2423	150.8786	65.50619999999999
K20904	(R)-2-hydroxyglutaryl-CoA dehydratase subunit beta [EC:4.2.1.167]	0.0	120.75200000000001	0.0	4.6492	179.2344	0.0	141.4012	128.4246	119.0897	35.6219	40.2097	0.0	67.4358	48.247	224.9748	0.0	0.0	12.2507	0.0	19.4064	70.6664	0.0	222.8008	90.7528	0.0	247.9478	0.0	15.4473	22.2367	86.5944	45.6832	0.0	0.0	0.0	0.0	72.678	14.3272	36.9791	7.6092	41.9617	79.2082	23.5395	58.3246	0.0	29.654	62.9879	168.1819	29.3325
K20920	polysaccharide biosynthesis protein VpsM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.6179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K20922	polysaccharide biosynthesis protein VpsI	0.0	99.57339999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	104.8846	9.8319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K20925	glycophorin B	25.9273	264.1405	30.3009	72.2868	15.2354	105.8579	23.6688	22.2533	489.49920000000003	124.4919	0.0	3.4156	35.6139	71.035	29.8925	5.9892	0.0	0.0	0.0	178.5859	54.207499999999996	0.0	111.4317	0.0	38.7295	89.7131	5.7603	16.528200000000002	77.1528	52.601699999999994	11.9176	0.0	46.5208	0.0	2.8951	8.3	3.7732	23.595	0.0	0.0	29.625700000000002	26.1832	29.5051	2.1871	178.8285	13.2589	40.391	150.0932
K20929	glyoxal/methylglyoxal oxidase [EC:1.2.3.15]	3.6688	129.7157	0.0	16.4224	8.0	0.0	91.2698	0.0	0.0	91.7585	0.0	0.0	33.5957	9.6078	142.1539	0.0	12.1921	0.0	0.0	13.7778	21.6024	0.0	91.4922	56.2972	0.0	106.6996	0.0	0.0	16.8559	48.6707	8.2102	0.0	109.773	9.9783	0.0	7.0912	12.4091	11.7912	0.0	0.0	8.9306	0.0	43.3293	0.0	73.6892	6.2689	85.7269	18.1963
K20930	phosphinomethylmalate isomerase [EC:4.2.1.166]	415.47339999999997	1150.8856	217.77599999999998	720.4792	489.1611	841.5397	177.5087	635.6721	1559.9825	738.0427	292.6805	37.2021	345.7886	389.1809	514.8921	276.48560000000003	106.1818	70.4641	158.74099999999999	316.2378	810.7596	215.3169	1175.0401	649.4408	401.2862	925.0101999999999	0.0	332.2979	655.3471	308.85429999999997	201.26549999999997	391.5316	1245.952	246.5388	457.3865	960.6057	146.8703	430.4686	235.2053	499.8597	586.0223	224.9713	533.4222	576.8846	525.1714	333.3791	696.3792	2583.4949
K20931	2-aminomuconate deaminase (2-hydroxymuconate-forming) [EC:3.5.99.11]	18.9864	591.6563	0.0	0.0	0.0	19.4142	0.0	7.4633	20.524700000000003	61.0	5.4419	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	294.3841	50.7477	0.0	110.6914	0.0	12.1827	4.105	0.0	0.0	0.0	71.8068	0.0	0.0	0.0	0.0	0.0	16.0	0.0	81.0	0.0	0.0	0.0	29.3333	0.0	0.0	114.8383
K20938	long-chain alkane monooxygenase [EC:1.14.14.28]	281.6583	38.3676	0.0	67.902	31.1275	31.7605	98.9356	0.0	38.5203	45.1506	0.0	111.96289999999999	0.0	43.0014	90.3564	202.3831	0.0	0.0	0.0	122.8221	0.0	51.9867	23.1695	165.6261	0.0	21.014	7.1261	24.8027	44.4426	64.2437	14.3746	0.0	0.0	0.0	0.0	326.5882	196.2002	0.0	0.0	12.9265	65.3613	9.7682	26.0	94.5526	57.9671	23.2069	0.0	37.8242
K20939	beta-methylindole-3-pyruvate reductase [EC:1.1.1.397]	0.0	10.8788	21.5212	6.6221	0.0	0.0	28.0479	5.8694	0.0	5.5157	0.0	20.0	6.2628	0.0	21.9188	0.0	0.0	0.0	0.0	0.0	71.1997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.6445	4.1026	16.0051	12.2306	18.0	0.0	0.0	48.2976	3.5871	0.0	4.4774	0.0	0.0	0.0	0.0	64.6226	4.7213	0.0	9.7611
K20944	resorcinol 4-hydroxylase (NADH) [EC:1.14.13.220]	0.0	156.5568	0.0	8.2299	296.3021	0.0	606.8149	64.5224	95.5753	19.4759	7.4881	0.0	92.0	16.6582	30.309	3.3525	11.0	1.5385	23.1908	273.5502	831.4608	0.0	227.3426	171.16910000000001	7.5191	350.7884	13.9139	13.2056	0.0	106.8295	632.3958	0.0	142.4329	0.0	0.0	750.0414	0.0	39.5063	0.0	0.0	17.0	0.0	317.2419	0.0	153.1163	11.5127	395.3394	0.0
K20950	polysaccharide biosynthesis protein VpsQ	0.0	96.65010000000001	20.8861	120.3146	17.8375	14.2839	0.0	109.38289999999999	196.8981	112.8983	0.0	0.0	39.9201	0.0	10.5399	15.8762	0.0	0.0	0.0	8.1377	16.2424	4.4226	41.6794	76.6667	0.0	83.7372	0.0	14.9055	27.3422	0.0	0.0	0.0	0.0	0.0	0.0	76.0825	45.887	13.2667	25.1969	30.4283	0.0	7.8142	11.932	0.0	186.8374	19.3715	15.9873	114.8688
K20964	c-di-GMP phosphodiesterase [EC:3.1.4.52]	0.0	57.2783	0.0	138.1539	0.0	19.411	0.0	117.0064	132.949	146.4917	25.9884	0.0	10.7284	74.2581	12.2695	0.0	0.0	0.0	0.0	21.7745	14.3904	0.0	33.848	91.4273	0.0	126.5837	0.0	0.0	28.171300000000002	0.0	15.37	0.0	55.6635	0.0	0.0	78.3615	14.25	26.0748	0.0	32.5097	39.4072	0.0	0.0	0.0	50.2534	7.4018	0.0	148.8402
K20968	AraC family transcriptional regulator, exoenzyme S synthesis regulatory protein ExsA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.193	40.3897	0.0	15.9059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.4007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.2855	0.0	0.0
K20979	geranyl diphosphate diphosphatase [EC:3.1.7.11]	0.0	60.4148	0.0	4.8993	9.3556	42.7035	0.0	51.1933	49.407799999999995	0.0	16.6267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0932	32.5099	18.0	29.5908	9.0	12.8437	337.5094	0.0	0.0	24.7578	6.5947	13.2639	11.2328	8.5026	31.8716	0.0	16.6149	19.819	33.5044	0.0	8.8212	0.0	0.0	10.0335	0.0	0.0	0.0	37.1423	3.6056
K20980	dihydromonacolin L/monacolin L hydroxylase [EC:1.14.14.124 1.14.14.125]	0.0	12.0845	0.0	0.0	9.766399999999999	0.0	10.8176	0.0	3.7882	0.0	19.4164	0.0	3.1333	0.0	0.0	11.1397	0.0	0.0	4.7692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1899	181.71980000000002	1.5347	0.0	0.0	0.0	8.5365	38.7285	16.6571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.821	0.0	0.0	0.0
K20981	lovastatin nonaketide synthase [EC:2.3.1.161]	0.0	14.092500000000001	0.0	0.0	17.6967	29.6772	212.4748	59.89189999999999	57.3667	36.3459	42.1664	8.6667	21.7496	0.0	137.0311	52.3817	7.6566	0.0	8.5581	56.4743	107.981	18.8789	32.0328	20.6065	0.0	19.6277	0.0	0.0	16.224	11.1658	25.4266	0.0	0.0	9.281	9.5544	0.0	42.4892	36.9025	81.8933	21.4963	35.0479	0.0	56.2193	84.0413	5.8324	4.4492	116.8946	26.1
K20982	lovastatin enoyl reductase [EC:2.3.1.161]	0.0	10.2485	17.5158	3.8	0.0	0.0	0.0	64.615	231.7014	56.1006	0.0	0.0	24.8142	177.9432	155.2623	12.0872	0.0	0.0	4.5855	91.3852	74.0929	0.0	296.0465	16.8734	18.0705	78.7522	0.0	8.9714	149.5066	36.0068	33.3387	0.0	0.0	0.0	145.0	59.782799999999995	16.7286	13.6496	0.0	13.9694	6.42	9.7995	62.9762	0.0	72.395	42.6029	4.8357	97.5185
K20983	monacolin J acid methylbutanoate transferase [EC:2.3.1.238]	122.12559999999999	354.0041	112.8416	519.848	61.2776	210.5911	64.6542	140.5183	763.9326	146.4457	33.449799999999996	61.0315	171.8818	465.92060000000004	20.0213	13.393	78.4183	0.0	97.0962	49.6791	12.204	51.7585	506.4833	187.9314	121.13810000000001	462.16970000000003	0.0	135.1742	29.859099999999998	175.2293	81.66680000000001	8.4791	89.92530000000001	172.15609999999998	256.8339	233.8741	61.023700000000005	53.5148	113.5818	118.8077	279.3314	35.2338	63.461299999999994	318.654	390.7382	162.9116	253.67839999999998	1332.5695
